1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,"-","-","-"
"Name founder","Female",29,"email","url_linkedin_profile","proyect name","Real Estate","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",7,"Spanish",63,"CEO",45,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)",,"Engineering (incl. computer sciences and architecture)",5,2,2,false,0,false,"N/A",false,"To establish a strong competitive advantage and significantly outperform other firms in my domain",1200,45000,false,2,"Incubator",0,"Marketing","Head of marketing",true,"leader name","2020-02-08",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Plataforma para la gestión integral de alquileres, con marketplace integrado para la gestión de reparaciones",true,true,"B2B2C",true,5,"Excellent",0,4200,542286,1565770,"N/A",false,"Homing y Plentific",2,"Spain","Malaga","Spain",true,"Homming",,0,"N/A",17100000,2,,"El equipo","2021-12-03",false,"N/A","Pues volvería a mi profesión arquitecta, y muy probablemente después de un tiempo volvería a intentar estar involucrada en otra startups. Emprender engancha.","[""Suppliers"",""Incubators/accelerators""]","Personalmente llevaba un tiempo con la idea de emprender, me faltaba equipo, ya que no era realista en mi caso hacerlo sola. Ahora tenemos una idea que resuelve una necesidad, un equipo súper comprometido y muchas ganas y horas para hacer que esto funcione.",4,".","project","questionnaireid","founder"
"Name founder","Male",25,"email","url_linkedin_profile","proyect name","Real Estate","To have thoroughly analyzed the financial prospects of my business","Take advantage of business opportunity",0,"Spanish",25,"CTO",25,false,"[""Full-time Job"",""Educational""]",true,"To advance my career in the business world",,"Engineering (incl. computer sciences and architecture)",4,1,1,false,0,true,2,true,"To have a strong focus on what my firm can achieve vis-à-vis the competition",1000,60000,false,2,"Incubator",0,"Marketing","Marketing",true,"leader name","2020-02-08",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Plataforma para la gestión integral de alquileres, con marketplace integrado para la gestión de reparaciones",true,true,"B2B2C",true,5,"Excellent",0,4200,542286,1565770,"N/A",false,"homming, plentific",2,"Spain","Málaga","Spain",true,"homming",,0,"N/A",17100000,2,,"El equipo humano y el software","2021-12-01",false,"N/A","Volvería a realizar mi trabajo, y en un tiempo lo intentaría de nuevo","[""Incubators/accelerators"",""Suppliers""]","La idea podrá tener sus matices y contrastes, de hecho esta en constante cambio, el momento no es que sea el mejor para lanzarse al abismo, pero lo mas difícil lo tenemos y es el equipo que hemos conseguido formar. Somos luchadores natos, con muy buenas aptitudes y conocimientos técnicos en nuestras respectivas materias, pero sobre todo una actitud difícilmente superable, le ponemos toneladas de pasión a lo que estamos construyendo entre todos, y para mi eso es la parte más importante para poder llevar a cabo nuestros objetivos",5,"Que estuviese disponible en varios idiomas","project","questionnaireid","founder"
"Name founder","Male",23,"email","url_linkedin_profile","proyect name","Data and Analytics","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",2,"Brazilian",59,"CEO",50,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Undergraduate","Law & Economics (incl. business sciences)",6,3,3,false,60000,true,50,true,"To have a strong focus on a group of people that I strongly identify with (e.g., friends, colleagues, club, community)",2000,100000,false,2,"Incubator",1,"Agile Methodologies","Senior Front End Developer",true,"leader name","2019-10-01",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","We connect students to their future",true,true,"B2B",true,"N/A","Excellent",1,14400,180000,900000,15,true,"similar problem, different way: https://www.themuse.com/",5,"Portugal","Lisbon","Portugal",false,"https://sparkagency.pt/","Tech",3,true,76000000000,18,"Salaries (Team)","The data we collect from our users","2022-02-01",false,"N/A","I dont have a plan B","[""Investors"",""Public Institutions"",""Incubators/accelerators""]","N/A",5,"Could add decimal numbers","project","questionnaireid","founder"
"Name founder","Female",37,"email","url_linkedin_profile","proyect name","Education","To be a highly responsible citizen of our world","Take advantage of business opportunity",15,"Spanish",25,"CEO",75,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Social sciences (e.g., psychology, politics, educational science)",16,7,2,true,40000,true,8,true,"To convince others that private firms are indeed able to address the type of societal challenges that my firm addresses (e.g., social justice, environmental protection)",1850,100000,false,4,"Incubator",1,"Tech development","tech profiles",true,"leader name","2019-06-27",true,"Ltd (Spanish S.L.)","2020-01-16","Product-Market fit","Seed","url_project","url_project_linkedin","Tipscool is a Saas platform that improve development talent",true,true,"B2B",true,800,"Excellent",1,15000,410000,750000,8,false,"Everwise",8,"Spain","Barcelona","Spain",false,"In spain no","Quality",2,false,343751,15,"Tech","Team and highly experience at the market and sector","2022-01-02",true,"M&A","Yes","[""Suppliers"",""Media"",""Public Institutions"",""Investors"",""Incubators/accelerators""]","Many thanks!",5,"It's a quick tool","project","questionnaireid","founder"
"Name founder","Male",37,"email","url_linkedin_profile","proyect name","Professional Services","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",8,"Moroccan",85,"CEO",70,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Masters",,13,12,8,true,300000,true,3,true,"To have a strong focus on what the firm is able to achieve for society-at-large",15000,80000,false,2,,1,"Tech","partnership manager",true,"leader name","2020-02-01",true,"Ltd (Spanish S.L.)","2020-09-16","Product-Market fit","Seed","url_project","url_project_linkedin","On-demand beauty service",true,true,"B2C",true,24,"Excellent","N/A",4000,550000,720000,6,false,"Glamsquad",2,"Spain","Barcelona","Spain",true,"Orgasmi","Service",0,"N/A",167000000000,7,"Salaries (Team)","None","2022-02-01",true,"M&A","Question not clear","[""Incubators/accelerators""]","N/A",4,"Some questions are not clear enough","project","questionnaireid","founder"
"Name founder","Male",29,"email","url_linkedin_profile","proyect name","Software","To have thoroughly analyzed the financial prospects of my business","Take advantage of business opportunity",4,"Spanish",25,,75,true,"N/A","N/A","To advance my career in the business world","Masters","Engineering (incl. computer sciences and architecture)",7,1,4,false,85000,true,30,true,"To have a strong focus on what my firm can achieve vis-à-vis the competition",2000,33000,false,4,"Incubator",1,"Measure and test more constantly","Technological team for product development, marketing profiles, sales & support",false,"leader name","2019-06-01",true,"Ltd (Spanish S.L.)","2020-01-10","Product-Market fit","Seed","url_project","url_project_linkedin","A platform that digitizes People Development, making it more human, intuitive, and trackable",true,true,"B2B",true,800,"Excellent",0,15000,410000,750000,6,false,"https://www.geteverwise.com/",5,"Spain","Barcelona","Spain",false,"no","Tech",2,true,34375000,15,"Tech","software","2022-01-01",true,"M&A","Work hard and get a solution","[""Incubators/accelerators"",""Investors"",""Distributors""]","We want to do big things! ;)",4,"-","project","questionnaireid","founder"
"Name founder","Prefer not to disclose",27,"email","url_linkedin_profile","proyect name","Software","To have thoroughly analyzed the financial prospects of my business","Take advantage of business opportunity",3,"Spanish",25,"COO",50,true,"N/A","N/A","To play a proactive role in changing how the world operates",,"Law & Economics (incl. business sciences)",5,0,3,true,10000,true,3,true,"To have a strong focus on what the firm is able to achieve for society-at-large",1850,20000,false,4,,1,"Startup Strategy","Frontend Developer",false,"leader name","2019-07-01",true,"Ltd (Spanish S.L.)","2020-01-16","Product-Market fit","Seed","url_project","url_project_linkedin","Tipscool is a platform that digitizes People Development, making it more human, intuitive, and trackable.",true,true,"B2B",true,800,"Excellent",1,15000,410,750000,7,false,"ai guider",5,"Spain","Barcelona","Spain",true,"Mentoring España","Tech",2,false,35000000000,50,"Tech","Software","2022-06-01",true,"M&A","We could sell our company to HR software that want to diversify their products, a HR consultancy that want to offer software to their clients, or a mentoring software company that wants to enter to Europe Market.","[""Investors"",""Incubators/accelerators"",""Media"",""Public Institutions""]","Thank you for the opportunity & looking forward to meet you all!",3,"I would only ask once for the company information as each founder had to answer the same questions.","project","questionnaireid","founder"
"Name founder","Female",50,"email","url_linkedin_profile","proyect name","Platforms","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",20,"French",3,,25,false,"[""Other ventures""]",false,"To play a proactive role in changing how the world operates","Masters",,25,25,25,true,8,true,3,false,"To establish a strong competitive advantage and significantly outperform other firms in my domain",5000,25000,false,2,"Professional intro",0,"creation/sourcing/strategies","education manager",true,"leader name","2020-04-01",true,"Ltd (Spanish S.L.)","2020-09-03","Product-Market fit","Seed","url_project","url_project_linkedin","Barcelona based company providing on demand beauty services at home",true,true,"B2C",true,24,"Excellent",28,4000,550000,720000,6,false,"Glamsquad",2,"Spain","barcelona","Spain",true,"orgasmi","Service",1,false,1670000000,10,"Salaries (Team)","none","2022-01-01",true,"M&A","no plan B","[""Incubators/accelerators"",""Suppliers""]","thank you in advance",5,"more questions about the project","project","questionnaireid","founder"
"Name founder","Male",29,"email","url_linkedin_profile","proyect name","Software","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",8,"Spanish",10,"CTO",45,true,"N/A","N/A","To play a proactive role in changing how the world operates","Undergraduate","Engineering (incl. computer sciences and architecture)",9,1,4,false,800000,true,8,true,"To have a strong focus on what the firm is able to achieve for society-at-large",0,35000,false,4,,0,"Networking Skills","CTO",true,"leader name","2019-06-01",true,"Ltd (Spanish S.L.)","2020-01-10","Product-Market fit","Seed","url_project","url_project_linkedin","Tipscool is a platform that digitizes people development, making it more human, intuitive, and trackable.",true,true,"B2B",true,800,"Excellent",1,15000,410000,750000,6,false,"everwise",8,"Spain","Barcelona","Spain",false,"-","Tech",2,true,34375000,15,"Tech","software","2022-01-01",true,"M&A","advise us to find the best solution","[""Incubators/accelerators""]","We are a very prepared team, very motivated, well connected, with a very good project, that together we can make it fly. Join us, a great future awaits us.",5,"be able to choose more than one answer","project","questionnaireid","founder"
"Name founder","Male",36,"email","url_linkedin_profile","proyect name","Food and Beverage","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",10,"Indian",50,"CMO",45,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Masters","Arts / Humanities (e.g., linguistics, cultural studies, religion, philosophy, history)",15,10,7,false,20000,true,30,true,"To convince others that private firms are indeed able to address the type of societal challenges that my firm addresses (e.g., social justice, environmental protection)",5000,100000,false,2,"Incubator",1,"Post Covid Management Lessons","COO",true,"leader name","2020-08-01",true,"Ltd (Spanish S.L.)","2020-10-08","MVP","Pre-seed","url_project","url_project_linkedin","The First 100% Vegan & 0-emission Meal Subscription for a Healthier Lifestyle",true,true,"B2C",true,10,"Good",10,3500,550000,2400000,8,false,"Allplants.com",2,"Spain","Valencia","Spain",true,"Wetaca","Quality",0,"N/A",14600000000,80,"Salaries (Team)","Unique and original recipes, agile model of production and logistics","2023-02-01",true,"M&A","IPO in BME Growth exchange.","[""Investors"",""Distributors"",""Incubators/accelerators"",""Suppliers""]","VFC is not just another business opportunity but a lifelong dream of bringing some of the rarest, tastiest and most importantly healthiest vegan recipes from 4 generations of a family of chefs. We are thankful for your consideration of being part of its journey.",5,"It's pretty good.","project","questionnaireid","founder"
"Name founder","Male",36,"email","url_linkedin_profile","proyect name","Data and Analytics","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",8,"Spanish",36,"CEO",60,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Masters",,15,7,2,false,15000,true,3,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",4000,40000,false,2,"Friends",6,"Friendship and trust, full alignment on mission and passion, shared long-term vision, confort with conflicts, complementary roles","Frontend developer",true,"leader name","2018-12-20",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Feeder is an online testing ground for content validation and improve ROI",true,true,"B2B",false,50,"Excellent",20,0,3500000,5000000,5,false,"Real Eyes",2,"Spain","Barcelona","Spain",false,"Zinklar","Service",3,false,47000000000,11,"Tech","Our IP translates the reactions data into marketing qualitative analytics instantly","2020-06-01",true,"M&A","Pivoting mantaining our scalability and grow within a sustainable basis","[""Incubators/accelerators"",""Investors""]","The feedback that we're getting from customers/early adopters day by day is excellent and is pushing us to the limit to achieve our goals as soon as possible.",4,"I think it works the way it is... Maybe make it a little bit shorter, but in the end it makes total sense thinking what is the goal of this survey.","project","questionnaireid","founder"
"Name founder","Male",36,"email","url_linkedin_profile","proyect name","Data and Analytics","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",8,"Italian",35,"CTO",30,false,"[""Educational"",""Other ventures""]",true,"To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","High School","Social sciences (e.g., psychology, politics, educational science)",16,3,3,false,15000,true,1,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",15000,50000,false,2,"Friends",3,"Frontend Devs","Frontend Devs",true,"leader name","2017-09-10",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Feeder is an online testing ground for content validation and improve ROI",true,true,"B2B",false,50,"Good",20,0,3500000,5000000,5,false,"real eyes",2,"Spain","Barcelona","Spain",true,"real eyes","Price",0,"N/A",11,0,"Tech","Our IP translates the reactions data into marketing qualitative analytics instantly","2021-01-01",true,"M&A","pivot while maintaining scalability to find the best exit","[""Incubators/accelerators"",""Suppliers""]","N/A",3,"smaller","project","questionnaireid","founder"
"Name founder","Male",24,"email","url_linkedin_profile","proyect name","Data and Analytics","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",2,"Portuguese",10,"CTO",20,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Masters","Engineering (incl. computer sciences and architecture)",2,1,1,false,0,true,3,false,"To establish a strong competitive advantage and significantly outperform other firms in my domain",0,100000,false,2,"Incubator",1,"Being process oriented","Senior front end-developer",true,"leader name","2019-10-01",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","We connect students with their future",true,true,"B2B",true,"N/A","Excellent",1,"N/A",187000,900000,15,false,"The muse and LinkedIn",5,"Portugal","Lisbon","Portugal",true,"Spark Agency","Tech",3,true,76000000000,18,"Salaries (Team)","Data and partnerships","2022-02-01",false,"N/A","I have savings for a certain amount of time","[""Incubators/accelerators"",""Investors"",""Public Institutions""]","N/A",5,"It is fairly good","project","questionnaireid","founder"
"Name founder","Female",36,"email","url_linkedin_profile","proyect name","Education","To have thoroughly analyzed the financial prospects of my business","Take advantage of business opportunity",12,"Spanish",10,,40,true,"N/A","N/A","To play a proactive role in changing how the world operates",,"Law & Economics (incl. business sciences)",18,15,5,true,24000000,true,5,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",5000,50000,false,6,"Professional intro",1,"Product Market fit","Tecnical development role",true,"leader name","2019-06-01",true,"Ltd (Spanish S.L.)","2020-01-01","Product-Market fit","Seed","url_project","url_project_linkedin","Tipscool is a platform that digitizes People Development, making it more human, intuitive, and trackable.",true,true,"B2B",true,800,"Excellent",1,15000,410000,750000,6,false,"Guider or Everwise",8,"Spain","Barcelona","Spain",false,"N/A","Tech",2,false,34375000000,50,"Tech","Our Software","2022-01-01",true,"M&A","We don't have a defined Plan B; we have discussed some ideas","[""Incubators/accelerators"",""Investors"",""Public Institutions"",""Media""]","Looking forward to meet you and explain you why you should be investing in Tipscool :)",4,"You could implement https://www.videoask.com/ It would save you time with interviews and would give you a better approachter approach on how co-founders explain themselves :)","project","questionnaireid","founder"
"Name founder","Male",38,"email","url_linkedin_profile","proyect name","Sustainability","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Have a job but seek better opportunities",15,"Spanish",50,"CEO",40,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Mathematics and natural sciences",16,15,6,false,250000,true,4,true,"To have a strong focus on what the firm is able to achieve for society-at-large",50000,90000,false,3,"Incubator",1,"Business Networking, Finance","Software beta tester",true,"leader name","2020-01-01",true,"Ltd (Spanish S.L.)","2020-07-14","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Childfy is the only platform connecting families for sharing trips to schools, academia and clubs.",true,true,"B2B2C",false,"N/A","Good","N/A","N/A","N/A","N/A",12,false,"N/A",1,"Spain","Malaga","Spain",true,"Sittly or nannify as indirect competitors","Service",1,false,60000000,70,"Marketing","Software solution developed in house","2021-03-01",false,"N/A","pivot the idea and product","[""Public Institutions"",""Incubators/accelerators"",""Media""]","We built the team during the lock down and won the HiReach competition with just an idea. We developed and validated a mobility solution during this time (iOS and Google Play app). Right now and since mobility will be limited again we are prototyping a virtual reality environment for the academies to whom we are partnering with.",3,"Make it short","project","questionnaireid","founder"
"Name founder","Male",36,"email","url_linkedin_profile","proyect name","Transportation","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",10,"Romanian",10,"CTO",40,true,"N/A","N/A","To play a proactive role in changing how the world operates","High School","Social sciences (e.g., psychology, politics, educational science)",15,8,15,false,0,true,5,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",0,90000,false,3,,0,"Business Development","Business Developer",true,"leader name","2020-04-15",true,"Ltd (Spanish S.L.)","2020-06-14","MVP","Seed","url_project","url_project_linkedin","Carpooling for families",true,false,"C2C",false,"N/A","Excellent","N/A","N/A","N/A","N/A",12,false,"https://carpool-kids.com/",1,"Spain","Malaga","Spain",false,"Nannyfy","Quality",2,false,60000000,20,"Marketing","Software is developed in house, database with users and leads","2021-02-01",false,"N/A","Freelancing","[""Incubators/accelerators"",""Public Institutions"",""Media""]","N/A",5,"Nothing","project","questionnaireid","founder"
"Name founder","Male",37,"email","url_linkedin_profile","proyect name","Data and Analytics","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",10,"Polish",70,"COO",40,false,"[""Part-time Job""]",true,"To play a proactive role in changing how the world operates","Undergraduate","Social sciences (e.g., psychology, politics, educational science)",20,8,6,false,0,true,4,false,"To establish a strong competitive advantage and significantly outperform other firms in my domain",0,100000,true,5,"Incubator",3,"personal branding to be used in promoting adaptize","more coders, customer care div.",true,"leader name","2019-11-01",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","AI ML based SaaS solution that automates brand online presence",true,true,"B2B",false,"N/A","Excellent","N/A","N/A",462103,1200000,5,false,"funnel.io",5,"Poland","warsaw","Poland",true,"NapoleonCAT","Variety",2,true,210000000000,71,"Marketing","software","2021-01-01",false,"N/A","Plan C","[""Media"",""Investors"",""Incubators/accelerators""]","https://www.youtube.com/watch?v=0oV4IVy8tvE",3,"navigation,","project","questionnaireid","founder"
"Name founder","Male",35,"email","url_linkedin_profile","proyect name","Data and Analytics","To operate my firm on the basis of solid management practices","Have a job but seek better opportunities",6,"Polish",5,"COO",20,false,"[""Full-time Job""]",true,"To advance my career in the business world","Masters",,17,5,2,false,0,true,12,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",0,80000,false,5,"Incubator",3,"Personal branding","Customer Care",true,"leader name","2020-09-01",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","The first easy to use, fully automated digital ads creation, setup, monitoring that saves your time and money.",true,true,"B2B",false,"N/A","Excellent","N/A","N/A",462103,1200000,5,false,"NapoleonCat",5,"Poland","Warsaw","Poland",true,"NapoleonCat","Variety",2,true,210000000000,71,"Marketing","Software","2020-01-01",false,"N/A","When plan A is good enough i dont need plan B","[""Media"",""Public Institutions"",""Investors""]","Yes, it will be amazing",3,"Make it shorter","project","questionnaireid","founder"
"Name founder","Female",28,"email","url_linkedin_profile","proyect name","Commerce and Shopping","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",1,"Hungarian",28,"CEO",40,true,"N/A","N/A","To play a proactive role in changing how the world operates","Undergraduate","Law & Economics (incl. business sciences)",5,5,1,false,0,true,50,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",2000,50000,false,3,"Incubator",1,"To be more confident as we are more than capable already, we just have to believe it.","A marketing performer to give support to our CMO.",true,"leader name","2019-10-01",true,"Ltd (Spanish S.L.)","2020-12-16","Product-Market fit","Pre-seed","url_project","url_project_linkedin","DNVB for men's personal care from the Mediterranean.",true,true,"B2C",true,15,"Excellent",1,22000,300000,500000,18,false,"hims.com",3,"Spain","Bilbao","Spain",true,"Biotherm Homme","Service",5,false,38544000000,7,"Marketing","Web code development, skin care test","2021-06-01",true,"M&A","Raise money with PE","[""Incubators/accelerators"",""Public Institutions"",""Investors""]","The market exists, the demand is here. We only need you. Are you in?",4,"N/A","project","questionnaireid","founder"
"Name founder","Female",27,"email","url_linkedin_profile","proyect name","Commerce and Shopping","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",1,"Spanish",28,"CMO",40,true,"N/A","N/A","To advance my career in the business world","Undergraduate","Science of art (e.g., art, design, dramatics, music)",3,2,2,false,0,true,50,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",1000,50000,false,3,"Incubator",1,"Be less perfectionist and more practical","Marketing performer",true,"leader name","2019-10-16",true,"Ltd (Spanish S.L.)","2019-12-16","Product-Market fit","Pre-seed","url_project","url_project_linkedin","DNVB for men's personal care from the Mediterranean.",true,true,"B2C",true,15,"Excellent",1,22000,300000,500000,18,false,"Hims",3,"Spain","Bilbao","Spain",true,"Biotherm homme","Service",5,false,38544000000,7,"Marketing","Web code development.Skincare test.","2021-06-01",true,"M&A","PE","[""Public Institutions"",""Incubators/accelerators"",""Investors""]","We are a solid and capable team, very hardworking and with a great track record.",5,"A bit shorter","project","questionnaireid","founder"
"Name founder","Male",28,"email","url_linkedin_profile","proyect name","Data and Analytics","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",5,"Polish",10,,25,false,"[""Full-time Job""]",true,"To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","High School","Engineering (incl. computer sciences and architecture)",10,0,8,false,0,true,5,true,"To have a strong focus on what my firm can achieve vis-à-vis the competition",0,50000,false,4,"Incubator",6,"Marketing","Data analysis scientist",true,"leader name","2020-10-01",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Adaptize is a fully automated system to manage your online advertising activities.",true,true,"B2B",false,"N/A","N/A",0,"N/A","N/A","N/A","N/A",false,"N/A",5,"Poland","Warsaw","Poland",true,"https://napoleoncat.com","Variety",2,false,210000000000,71,"Marketing","Knowledge and Software","2021-01-01",false,"N/A","Plan C","[""Incubators/accelerators"",""Media"",""Investors""]","N/A",4,"N/A","project","questionnaireid","founder"
"Name founder","Male",29,"email","url_linkedin_profile","proyect name","Data and Analytics","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",9,"Polish",10,"CTO",30,false,"[""Full-time Job""]",true,"To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)",,"Engineering (incl. computer sciences and architecture)",10,0,10,false,0,true,3,true,"To have a strong focus on what my firm can achieve vis-à-vis the competition",0,"N/A",false,4,"Incubator",6,"Marketing","Customer care and it staff",true,"leader name","2020-10-01",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Adaptize is a fully automated system to manage your online advertising activities",true,true,"B2B",false,"N/A","N/A",0,"N/A","N/A","N/A","N/A",false,"Funnel.io",5,"Poland","Warsaw","Poland",true,"Napoleoncat","Variety",2,false,210000000000,71,"Marketing","software","2021-01-01",false,"N/A","Plan C","[""Incubators/accelerators"",""Investors"",""Media""]","N/A",4,"N/A","project","questionnaireid","founder"
"Name founder","Male",28,"email","url_linkedin_profile","proyect name","Data and Analytics","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",5,"Polish",10,,25,false,"[""Full-time Job""]",true,"To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","High School","Engineering (incl. computer sciences and architecture)",10,0,8,false,0,true,3,true,"To have a strong focus on what my firm can achieve vis-à-vis the competition",0,"N/A",false,4,"Incubator",6,"Marketing","Customer care, IT staff",true,"leader name","2020-10-01",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Fully automated system to manage your online advertising activities",true,true,"B2B",false,"N/A","N/A",0,"N/A","N/A","N/A","N/A",false,"https://funnel.io/",5,"Poland","Warsaw","Poland",true,"napoleoncat.com","Variety",2,false,210000000000,71,"Marketing","Software","2021-01-01",false,"N/A","Plan C","[""Incubators/accelerators"",""Media"",""Investors""]","N/A",3,"Make it more compacted with less questions","project","questionnaireid","founder"
"Name founder","Male",28,"email","url_linkedin_profile","proyect name","Gaming","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",5,"Spanish",14,"CMO",40,true,"N/A","N/A","To play a proactive role in shaping the activities of a group of people that I strongly identify with","Masters","Law & Economics (incl. business sciences)",6,2,1,false,0,true,3,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",4000,20000,false,3,"Professional intro",1,"Financials know-how","Social Media Manager",true,"leader name","2020-08-14",false,"N/A","N/A",,"Pre-seed","url_project","url_project_linkedin","Software data-driven platform for esports coaches and players",true,true,"B2B2C",false,0,"Good",0,0,62000,751000,6,false,"Blitz.gg",6,"Spain","Málaga","Spain",true,"Blitz.gg","Quality",4,true,1100000000,20,"Salaries (Team)","Kaikoo's Algorithm","2022-06-01",false,"N/A","Cut costs to survive while we expand our market","[""Incubators/accelerators"",""Public Institutions"",""Suppliers""]","Looking forward to our meeting to explain you more about Kaikoo!",4,"Adapt it to the stage of the start-up","project","questionnaireid","founder"
"Name founder","Male",23,"email","url_linkedin_profile","proyect name","Gaming","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",8,"Spanish",67,"CEO",40,true,"N/A","N/A","To play a proactive role in shaping the activities of a group of people that I strongly identify with",,"Engineering (incl. computer sciences and architecture)",5,0,3,false,0,true,5,true,"To have a strong focus on what the firm is able to achieve for society-at-large",8000,40000,false,3,"Professional intro",1,"Legal knowledge and financial knowhow","Social Media Manager",true,"leader name","2020-08-14",false,"N/A","N/A",,"Pre-seed","url_project","url_project_linkedin","Data-driven platform for esports coaches and players",true,true,"B2B2C",false,0,"Good",0,0,620000,751000,6,false,"Blitz.gg",6,"Spain","Málaga","Spain",true,"Blitz.gg","Quality",4,true,1100000000,20,"Salaries (Team)","Kaikoo's Algorithm","2022-06-01",false,"N/A","Cut costs to survive while we expand our market","[""Incubators/accelerators"",""Public Institutions"",""Suppliers""]","We are already testing our pre-Alpha, and would love to show it!",4,"Make questions more clear in terms of financial ones","project","questionnaireid","founder"
"Name founder","Male",32,"email","url_linkedin_profile","proyect name","Gaming","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",2,"Spanish",20,"CTO",40,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)",,"Engineering (incl. computer sciences and architecture)",11,0,0,"N/A",0,true,3,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",4000,40000,false,3,"Professional intro",1,"Legal knowhow","Social Media Managger",true,"leader name","2020-08-14",false,"N/A","N/A",,"Pre-seed","url_project","url_project_linkedin","Software data-driven platform for esports coaches and players",true,true,"B2B2C",false,0,"Good",0,0,620000,751000,6,false,"Mobalytics",6,"Spain","Málaga","Spain",true,"Blitz","Quality",4,true,1100000000,20,"Salaries (Team)","Kaikoo's Algorithm","2020-06-01",false,"N/A","Cut costs to survive while we expand our market.","[""Incubators/accelerators"",""Suppliers"",""Public Institutions""]","N/A",4,"I would like to have it in spanish.","project","questionnaireid","founder"
